Order ID,Product,Category,Region,Customer ID,Customer Segment,Order Date,Sales Amount,Quantity,Discount,Profit
ORD1166,Keyboard,Electronics,Semiurban,CUST79,Individual,2023-06-04,1015.03,10,0.11,439.0
ORD1167,Headphones,Electronics,Semiurban,CUST61,Individual,2022-04-19,269.85,10,0.02,207.28
ORD1168,Laptop,Accessories,Urban,CUST95,Individual,2023-10-03,1024.19,3,0.07,98.57
ORD1169,Camera,Accessories,Rural,CUST94,Individual,2022-11-02,1208.16,2,0.14,356.03
ORD1170,Monitor,Electronics,Rural,CUST8,Individual,2023-10-17,1080.16,8,0.17,395.76
ORD1171,Tablet,Electronics,Urban,CUST91,Corporate,2023-06-04,1956.51,3,0.19,291.1
ORD1172,Smartwatch,Electronics,Semiurban,CUST18,Corporate,2023-09-16,1974.42,3,0.14,63.33
ORD1173,Keyboard,Electronics,Rural,CUST67,Corporate,2022-07-23,1871.15,4,0.2,8.56
ORD1174,Tablet,Accessories,Rural,CUST27,Corporate,2022-06-06,307.37,4,0.21,329.0
ORD1175,Tablet,Accessories,Rural,CUST72,Individual,2023-01-18,1728.59,3,0.03,345.44
ORD1176,Monitor,Accessories,Semiurban,CUST42,Corporate,2022-06-15,1158.34,1,0.23,161.37
ORD1177,Camera,Accessories,Urban,CUST85,Corporate,2023-07-07,762.55,7,0.07,184.32
ORD1178,Monitor,Electronics,Rural,CUST62,Corporate,2023-06-28,1381.74,2,0.1,81.62
ORD1179,Camera,Accessories,Urban,CUST68,Individual,2022-01-01,1537.32,7,0.25,327.53
ORD1180,Smartphone,Electronics,Rural,CUST49,Individual,2023-09-06,1911.18,4,0.29,130.55
ORD1181,Keyboard,Accessories,Urban,CUST41,Corporate,2022-11-28,1552.22,3,0.09,428.21
ORD1182,Laptop,Accessories,Semiurban,CUST23,Individual,2023-05-16,82.54,10,0.16,214.66
ORD1183,Mouse,Accessories,Semiurban,CUST59,Individual,2022-01-20,181.69,5,0.21,185.99
ORD1184,Laptop,Electronics,Semiurban,CUST69,Individual,2022-04-25,561.26,6,0.01,141.4
ORD1185,Tablet,Accessories,Urban,CUST44,Corporate,2023-01-07,127.66,2,0.05,341.9
ORD1186,Smartwatch,Electronics,Semiurban,CUST70,Corporate,2022-11-11,167.91,2,0.04,378.71
ORD1187,Smartphone,Accessories,Semiurban,CUST46,Corporate,2022-09-03,1589.12,7,0.22,209.55
ORD1188,Laptop,Accessories,Rural,CUST87,Corporate,2022-03-01,1037.89,9,0.22,392.98
ORD1189,Laptop,Electronics,Urban,CUST99,Individual,2022-09-04,1275.71,7,0.03,243.82
ORD1190,Smartwatch,Accessories,Urban,CUST93,Individual,2023-08-04,1027.05,9,0.18,188.26
ORD1191,Smartwatch,Electronics,Rural,CUST88,Individual,2022-03-22,860.09,6,0.06,279.68
ORD1192,Laptop,Accessories,Semiurban,CUST83,Individual,2022-03-29,1418.53,5,0.28,130.62
ORD1193,Headphones,Accessories,Rural,CUST89,Corporate,2023-05-13,210.73,9,0.12,156.79
ORD1194,Smartwatch,Electronics,Semiurban,CUST34,Corporate,2022-03-12,1096.3,8,0.14,175.46
ORD1195,Headphones,Accessories,Urban,CUST79,Corporate,2023-06-30,1251.29,1,0.23,354.22
ORD1196,Keyboard,Accessories,Semiurban,CUST62,Individual,2022-05-09,591.06,10,0.22,369.21
ORD1197,Smartphone,Electronics,Rural,CUST25,Individual,2022-05-12,654.32,10,0.03,428.22
ORD1198,Smartwatch,Electronics,Semiurban,CUST32,Individual,2023-11-07,1047.04,9,0.12,331.35
ORD1199,Keyboard,Accessories,Rural,CUST36,Individual,2023-05-02,446.24,7,0.28,375.17
ORD1200,Camera,Electronics,Semiurban,CUST72,Corporate,2023-07-17,1625.72,2,0.25,226.06
ORD1201,Tablet,Electronics,Urban,CUST39,Corporate,2022-06-19,1095.96,7,0.18,351.16
ORD1202,Headphones,Electronics,Urban,CUST29,Individual,2022-09-29,811.93,3,0.23,85.09
ORD1203,Smartphone,Electronics,Urban,CUST39,Individual,2023-06-25,1286.87,3,0.14,111.16
ORD1204,Headphones,Accessories,Semiurban,CUST99,Corporate,2023-09-14,1677.33,10,0.2,203.28
ORD1205,Camera,Electronics,Rural,CUST37,Individual,2023-03-10,1378.06,10,0.29,172.53
ORD1206,Smartphone,Electronics,Urban,CUST91,Individual,2022-08-05,178.92,10,0.04,277.54
ORD1207,Laptop,Electronics,Rural,CUST27,Corporate,2023-07-07,1412.42,2,0.15,350.04
ORD1208,Camera,Electronics,Urban,CUST89,Individual,2023-12-08,1473.42,2,0.16,354.86
ORD1209,Monitor,Electronics,Urban,CUST91,Individual,2022-07-25,1700.61,10,0.01,84.57
ORD1210,Monitor,Electronics,Urban,CUST63,Individual,2024-01-01,162.92,2,0.28,482.46
ORD1211,Smartwatch,Electronics,Urban,CUST41,Corporate,2022-11-16,218.11,5,0.25,7.62
ORD1212,Smartphone,Accessories,Rural,CUST62,Individual,2023-02-13,897.24,9,0.14,50.09
ORD1213,Smartwatch,Electronics,Rural,CUST45,Corporate,2023-11-19,934.08,6,0.15,76.94
ORD1214,Smartphone,Electronics,Semiurban,CUST72,Individual,2023-10-28,1237.22,7,0.28,463.3
ORD1215,Camera,Accessories,Rural,CUST93,Individual,2023-01-18,653.12,5,0.05,220.51
ORD1216,Smartphone,Electronics,Semiurban,CUST36,Corporate,2023-03-25,1496.3,7,0.17,36.72
ORD1217,Laptop,Electronics,Rural,CUST37,Corporate,2023-06-14,1494.28,8,0.22,114.78
ORD1218,Tablet,Accessories,Rural,CUST16,Corporate,2023-04-08,282.91,10,0.04,44.62
ORD1219,Mouse,Electronics,Urban,CUST74,Individual,2022-05-04,1430.41,10,0.12,23.69
ORD1220,Monitor,Electronics,Semiurban,CUST87,Individual,2022-09-11,1417.92,8,0.18,195.24
ORD1221,Tablet,Electronics,Urban,CUST70,Corporate,2022-08-19,369.47,1,0.26,492.3
ORD1222,Smartphone,Electronics,Rural,CUST49,Individual,2022-03-07,1908.38,3,0.15,308.91
ORD1223,Mouse,Electronics,Rural,CUST51,Individual,2022-12-13,1069.86,5,0.12,262.9
ORD1224,Tablet,Accessories,Urban,CUST45,Corporate,2022-01-22,1576.82,7,0.29,357.24
ORD1225,Laptop,Electronics,Semiurban,CUST99,Individual,2023-08-26,1455.49,3,0.27,300.75
ORD1226,Monitor,Accessories,Rural,CUST19,Individual,2023-07-22,375.58,10,0.23,473.13
ORD1227,Keyboard,Electronics,Rural,CUST38,Corporate,2022-08-24,297.51,10,0.08,411.01
ORD1228,Smartphone,Electronics,Urban,CUST6,Corporate,2023-08-26,1573.19,7,0.29,321.94
ORD1229,Monitor,Accessories,Rural,CUST37,Corporate,2022-08-14,574.09,1,0.29,222.29
ORD1230,Tablet,Electronics,Rural,CUST92,Individual,2022-01-08,1778.51,7,0.14,104.85
ORD1231,Keyboard,Electronics,Rural,CUST11,Corporate,2022-03-14,1554.29,6,0.04,330.16
ORD1232,Headphones,Accessories,Semiurban,CUST45,Corporate,2023-12-26,107.24,4,0.12,402.94
ORD1233,Monitor,Electronics,Rural,CUST57,Corporate,2023-10-09,1623.86,1,0.21,146.57
ORD1234,Headphones,Electronics,Rural,CUST84,Individual,2022-03-02,580.36,8,0.22,21.64
ORD1235,Mouse,Accessories,Rural,CUST33,Corporate,2022-08-23,174.55,5,0.09,301.76
ORD1236,Camera,Accessories,Urban,CUST96,Corporate,2022-03-11,1439.03,6,0.21,260.33
ORD1237,Mouse,Accessories,Rural,CUST62,Corporate,2022-02-02,1174.47,1,0.26,119.68
ORD1238,Keyboard,Electronics,Semiurban,CUST28,Individual,2022-12-05,200.29,6,0.21,88.89
ORD1239,Keyboard,Accessories,Rural,CUST26,Corporate,2022-03-14,937.64,5,0.28,22.85
ORD1240,Monitor,Electronics,Rural,CUST69,Individual,2023-06-11,752.24,5,0.19,123.43
ORD1241,Camera,Electronics,Semiurban,CUST35,Corporate,2022-09-01,1024.24,5,0.06,5.14
ORD1242,Tablet,Accessories,Rural,CUST72,Individual,2022-10-13,1155.43,8,0.19,82.94
ORD1243,Smartwatch,Accessories,Urban,CUST90,Individual,2023-11-17,766.99,2,0.09,498.42
ORD1244,Smartphone,Electronics,Semiurban,CUST35,Individual,2023-05-13,547.48,4,0.1,390.94
ORD1245,Camera,Electronics,Rural,CUST18,Corporate,2022-08-08,250.66,3,0.2,179.8
ORD1246,Keyboard,Accessories,Urban,CUST14,Individual,2023-07-07,1169.13,5,0.29,200.6
ORD1247,Smartwatch,Accessories,Rural,CUST79,Corporate,2022-05-16,1459.42,8,0.2,295.11
ORD1248,Keyboard,Accessories,Semiurban,CUST95,Individual,2023-08-08,495.39,6,0.29,261.28
ORD1249,Monitor,Electronics,Urban,CUST76,Corporate,2023-08-14,1042.21,5,0.15,369.78
ORD1250,Tablet,Accessories,Semiurban,CUST31,Corporate,2023-04-30,135.87,7,0.21,38.97
ORD1251,Laptop,Accessories,Rural,CUST32,Corporate,2022-09-06,1732.71,10,0.1,49.63
ORD1252,Keyboard,Electronics,Rural,CUST7,Individual,2023-04-30,526.88,2,0.03,145.82
ORD1253,Tablet,Electronics,Urban,CUST86,Individual,2023-02-21,969.94,4,0.11,415.73
ORD1254,Headphones,Accessories,Urban,CUST68,Individual,2022-07-14,796.81,8,0.14,457.93
ORD1255,Keyboard,Electronics,Rural,CUST29,Corporate,2022-04-07,342.67,4,0.17,177.31
ORD1256,Smartwatch,Electronics,Semiurban,CUST82,Corporate,2022-04-10,1865.76,7,0.2,481.83
ORD1257,Tablet,Electronics,Rural,CUST30,Corporate,2023-11-06,1722.1,8,0.13,141.87
ORD1258,Camera,Accessories,Rural,CUST7,Corporate,2023-03-18,1128.09,9,0.22,305.15
ORD1259,Tablet,Accessories,Rural,CUST13,Individual,2022-12-29,1832.2,6,0.25,101.29
ORD1260,Camera,Accessories,Semiurban,CUST53,Individual,2023-03-10,1494.3,1,0.09,465.21
ORD1261,Camera,Accessories,Semiurban,CUST43,Individual,2023-02-25,867.77,9,0.25,289.58
ORD1262,Mouse,Accessories,Rural,CUST92,Individual,2023-04-24,677.51,3,0.24,134.25
ORD1263,Laptop,Accessories,Urban,CUST61,Corporate,2022-02-25,861.7,2,0.16,206.53
ORD1264,Mouse,Electronics,Semiurban,CUST13,Corporate,2023-11-21,1454.56,5,0.01,57.7
ORD1265,Smartwatch,Electronics,Rural,CUST88,Corporate,2023-11-01,578.95,9,0.04,40.83
ORD1266,Smartphone,Electronics,Rural,CUST99,Individual,2023-10-24,201.88,7,0.2,150.65
